node_id,lat,lon
366d7c28-97b2-417d-bdb8-fc10007f6efe,54.06402476100004,-159.35628587199997
abe0209e-d761-46e6-a3e5-b7bb4150d3b3,54.063052119000076,-159.19302873299998
5c37350c-f3e1-4f5b-b2f3-22cb7935f55a,54.06185581200003,-159.02977455299998
2bf6ed24-f3cb-4d8b-b514-faebfb5c6665,54.06043591000008,-158.86652455399997
eacc234b-eb8f-44e7-92ce-a7a81e6e1d74,54.05879248000008,-158.70327995599996
74b7a8e6-1a71-44e7-a57f-9a0d12c14205,54.05692559400006,-158.54004197499998
cf2b3ca7-3d19-47d1-b154-47489678d406,54.05483531900006,-158.37681183199996
8ec395dc-f644-4bcd-9701-6489315ed939,54.052521729000034,-158.21359074499998
15b79502-de12-43a5-b744-e74dba4dbaf3,54.049984893000044,-158.05037992999996
6b63bef6-3d45-4b40-bde5-052e00bd88de,54.04722488400006,-157.88718060399998
cf29ef1a-6a0c-45c8-8d3e-ef729632fa22,54.04424177400006,-157.72399398599998
be1a0e61-7f00-424d-8f94-50e6279f664c,54.04103563700005,-157.56082128999998
a471e274-4a7e-494a-98b5-e9a13f17b79e,54.03760654600006,-157.39766373199998
3af0ab24-8afc-455c-b2eb-107bd7eacab8,54.03395457600004,-157.23452252499996
b48100c0-5a5c-4582-afdb-dbee78f57a8c,54.030079801000056,-157.07139888499998
f4087ee5-9333-4a9d-9e1d-0cd5fa34089f,54.02598229800003,-156.90829402199998
3f19cec5-8a6b-4612-8ce0-aa5b3337af40,54.021662141000036,-156.74520915099998
3a9554ad-6304-4ed4-976a-9b1d05be0dc3,54.01711940900003,-156.58214548199996
c1d8499a-49f5-4269-be48-afe8df534f87,54.012354178000066,-156.41910422499998
f98b3c7a-d4fe-434f-8461-7d9dff522bf8,54.007366526000055,-156.25608658799996
8c0ed515-1054-4d49-a404-11fb737f94ca,54.00215653300006,-156.09309378199998
2dbc6624-af7c-4c3c-88a4-ccadfe3e308c,53.996724276000066,-155.93012701099997
9fe23041-7c02-4840-9b11-a36259d9400c,53.991069837000055,-155.76718748099998
15eac167-93fd-4959-bb1a-8474c858e47d,53.985193295000045,-155.60427639699998
b734f497-7d1e-44b8-8f43-e3b1b51d9291,53.97909473100003,-155.44139496299996
f23f12cb-7fb6-423f-852c-0b29f4445095,53.97277422700006,-155.27854437999997
5b575786-ea83-46d1-8d83-73519484781c,53.966231865000054,-155.11572584599998
cb76a725-5449-44f1-9511-f7e54d7490b3,53.95946772700006,-154.95294056399996
cfd1c839-10fa-463d-8186-f0b0a23b9041,53.95248189700004,-154.79018972799997
de05e8b3-6540-447f-a34e-6ceab2f40a2f,53.945274460000064,-154.62747453599997
55d2cb63-3f8f-4b6c-b70e-8687b6c7c80a,53.93784549800006,-154.46479618299998
39997847-3833-4011-9119-2117721a821a,53.93019509800007,-154.30215585899998
a77b7bbd-7464-4d86-8fcb-453223daece8,53.92232334600004,-154.13955475499998
ff699c73-3446-4c83-aacd-550098155870,53.91423032600005,-153.97699406299998
6135ae4d-8693-42f9-a916-499732a41cce,53.90591612700007,-153.81447496699997
4bc9d912-b8d4-411c-80fe-a7de65e406ee,53.89738083600008,-153.65199865599996
72da83fe-092a-4ab2-bd8e-2c3d837c1e5c,53.88862454000008,-153.48956631099998
cda984e1-1436-4364-8395-7a022d7a3997,53.87964732900008,-153.32717911299997
2b762a54-d4f4-4243-bcbb-91d8ca64808b,53.87044929100006,-153.16483824499997
c644fd38-92d6-49be-b361-7d58ad640660,53.861030517000074,-153.00254488099998
f778548f-1c7b-4e83-8591-f9ab02391dc2,53.85139109600004,-152.84030019799997
6da6012c-6ace-43ad-95da-75e7d9e23a4f,53.84153112100006,-152.67810536999997
567c6d0d-f2de-4451-9023-cd454e34a84f,53.787880021000035,-152.53366749199998
d9bc7875-1da9-4f72-adb4-26aa4766b4fc,53.79354296100007,-152.36040248949996
224bd974-2117-48bb-9de9-8e8e2496dec7,53.79895200400006,-152.18709673599997
afc6df24-c531-4555-9782-aef333d9894e,53.80892351016673,-151.84035608949998
0c611117-37d7-469b-8572-bd96d992d7f8,53.76634349900007,-151.54423559599996
612ea4cd-9896-490f-aa28-a6835ff6e11c,53.75472242300003,-151.38248157399997
d269e6c1-c2a2-4332-bb09-5db24b0e2742,53.74288163700004,-151.22078786199998
394fc048-6ec4-4b16-a3cf-49f36dc1069d,53.730821235000064,-151.05915560999998
24f72af0-6036-4c09-ac1d-5adb48b72935,53.718541317000074,-150.89758596599998
053d3a81-6e01-4146-a51a-54e4792775e1,53.706041980000066,-150.73608007199996
da81421a-e918-4823-a2aa-1a115edd50e8,53.693323322000026,-150.57463906899997
34a52860-f101-4992-ad90-02c90023685d,53.680385443000034,-150.41326409799996
64fdbfa5-a508-4c37-b26d-a778037f83a4,53.66722844100008,-150.25195629099997
c1bc95a8-7712-4421-86ff-fd4844398dd6,53.65385241600006,-150.09071678499998
fda35a10-7e34-44f9-8c20-bbff88d7c148,53.64025747000005,-149.92954670599997
60be231a-a3cb-497a-855a-c9731cf6ab0d,53.62644370500004,-149.76844718299998
f2f628a1-f45b-4fe8-a323-a2ebce4aa13e,53.61241122000007,-149.60741933899996
12cbedf6-8772-4c63-8280-45842c6aeb62,53.598160119000056,-149.44646429499997
ff66d903-ad3e-4fc2-b0e3-472efb4cb226,53.58369050500005,-149.28558316899998
24f0890a-13fb-4939-9a18-51cc545f5a1e,53.56900248100004,-149.12477707399998
0c2fd758-8b5c-4113-bc8e-0f21a6e79169,53.55409615100007,-148.96404712399996
6a5acda7-1e8a-4bb2-8826-867e6ea0b1fa,53.53897162000004,-148.80339442399998
fda669e2-1192-47d0-8ec2-29634621185a,53.523628992000056,-148.64282008199996
476f1c3e-8dff-4296-a11d-d75b737a6b16,53.50806837500005,-148.48232519599998
79dde044-6434-4cb2-b772-cf6cae0262c2,53.49228987300006,-148.32191086599997
55f78afb-84b2-4081-875f-b21655130867,53.47629359300004,-148.16157818799996
ec2db240-57b0-4abb-a673-d60886250d25,53.460079644000075,-148.00132825099996
c9a565d2-f669-4c85-b826-038f21abf548,53.44364813200008,-147.84116214499997
b5438f78-d234-4ad5-be71-3c35c7115407,53.426999167000076,-147.68108095199997
fe00bdea-03ca-455c-a9aa-3935695f50c7,53.410132856000075,-147.52108575299997
cd34e153-3d8d-4cff-af64-dae2bc12efe5,53.39304931000004,-147.36117762799998
194077cb-6717-41ce-ac31-33966cd7ffe1,53.37574863900005,-147.20135764799997
73137b66-53e7-4570-9a5f-c82f80ee3247,53.35823095400008,-147.04162688299996
99b345f9-f6d7-4bb2-99a7-500f1ef0a04a,53.340496365000035,-146.88198639899997
497a8846-8774-4886-b0ea-42da7dc11fa5,53.32254498400005,-146.72243725999996
a2df32ac-864f-4dad-9ac9-443044b49f64,53.30437692500004,-146.56298052299996
33a9ccaa-a8ea-4b9c-9a76-2fb97d7542ab,53.28599229800005,-146.40361724399997
076e8a9c-d763-4db1-b1f9-a61117d89cf0,53.26739121800006,-146.24434847199996
30be456e-968e-461c-b55c-c065394cbc8c,53.24857379800005,-146.08517525599996
33a4d444-3485-4c0c-b96e-62e2d658c10e,53.22954015300007,-145.92609863699997
72eaad5b-b7d3-4bb5-a04e-b5b5bc49720f,53.21029039700005,-145.76711965699997
0a596479-f355-4110-b77b-96e1648d4c5b,53.190824647000056,-145.60823934699997
0d40b2df-0ccd-4a69-8fca-c3303aff8bab,53.171143018000066,-145.44945874199996
1d3a7399-f57b-4571-882e-72b5b3f16325,53.15124562700004,-145.29077886499996
b0d0e7ba-7396-44ba-b40a-9e88e3af2a3d,53.13113259000005,-145.13220074199998
7b2a5785-5176-42ac-b269-216c790ee23a,53.11080402600004,-144.97372539099996
4db58ec6-4a64-4ef7-984c-655ba2259f49,53.090260052000076,-144.81535382599998
05e9692f-cd41-4911-a614-d1f18fecc459,53.06950078800003,-144.65708705599997
15790e43-474d-4215-83e0-1cc7ca903dbe,53.04852635100008,-144.49892608899998
e67d6be3-fafb-4d2b-b29f-22c6de26e270,53.02733686200003,-144.34087192599998
dd92e469-8c0f-44e6-be85-fe480050b98f,53.00593244200007,-144.18292556399996
e936facd-1e6f-469f-861f-4a358c3050f9,52.98431320900005,-144.02508799599997
52295a80-1790-4100-b9bf-53984b32fcc2,52.962479288000054,-143.86736020999996
1f8d1a72-58fd-4843-8195-b3dadc07cbcf,52.94043079700003,-143.70974319199996
59818f34-0124-4e3d-b327-355f5c49f86f,52.918167862000075,-143.552237919
76a96148-3cab-4a78-be3c-724e2b378526,52.89569060200006,-143.39484536799995
9bad5a47-2e7e-481f-bb4b-9c8f4643de1c,52.87299914300007,-143.23756651099995
a033ece1-6325-4806-a0f4-6801b61612f8,52.850093608000066,-143.08040231099994
caa03a9d-cdd2-4384-b690-e70732e300ca,52.826974121000035,-142.92335373099996
60a075e2-4c24-4d70-a4b9-681c1da4a2a8,52.80364080700008,-142.76642172899994
7ea7dd6c-ec29-4a10-acbd-f292d3974537,52.78009379100007,-142.60960725599995
7bb2fbd7-5246-4458-b09b-7b13c918a10e,52.75633320000003,-142.452911261
772aec3d-5e3d-4fc0-a9d5-701fa814eaa8,52.732359160000044,-142.296334684
3f79ce7c-29bc-496a-aaf8-24e9da8e2ec2,52.708171796000045,-142.13987846699996
ada3d213-0de7-46a9-9c81-993ff4d4ff1d,52.68377123800008,-141.98354354099996
9c05f355-199c-438a-8322-cf9c6a1af8db,52.65915761200006,-141.82733083499994
4d7bdf45-964a-4951-8bd9-6f34bbd9714f,52.634331047000046,-141.67124127399995
6694cb9d-66c2-4f77-babd-69cfdff0b73d,36.50430632142265,-164.64691192007592
a5659e3a-ebfa-4b0c-ba0b-dc963f6d7a5d,52.532897985000034,-141.04813277899996
2eca30ff-dac0-4c22-b940-bec0f4ce8686,52.507008668000026,-140.89267262599998
57fecd29-f447-41b6-821e-ec7fd7fc4a2a,52.480907193000064,-140.73734105899996
e77b1479-8c6e-45af-98a2-581e362b7d7d,52.45459369300005,-140.58213896599995
445e14be-858c-4985-ba88-9f54bcff22aa,52.42806829700004,-140.42706723099997
7b03176f-99af-42dc-8578-02cb072ca153,52.40133114100007,-140.27212673599996
b9096561-e2fe-4b3c-86c2-e0e7e0459b29,52.37438235600007,-140.11731835299997
a382ded6-3240-4c1d-b141-4bfac5463928,52.347222077000026,-139.96264295099996
22c92dff-c761-486b-b84e-9d9db41c20ac,52.31985043800006,-139.80810139599998
3a6c8e12-3a3b-40a8-b0de-07097424e227,52.29226757400005,-139.65369454399996
98eee484-8ff3-4c71-96a2-6a60360adf64,52.26447362000005,-139.49942325299997
34829615-f020-4eab-b330-2e5d1a9bbea2,52.23646871200003,-139.34528836799996
49735f62-38e2-4148-bbe9-817f673a6b9f,52.20825298500006,-139.19129073399995
f986ef80-c78f-4445-b48c-c26dcabd509b,52.17982657700003,-139.03743118899996
e9920ec9-96f3-4236-b944-910277ab3438,52.15118962500003,-138.883710566
4c4a8642-c8e6-45aa-88c0-3adc4c22d962,52.12234226600003,-138.73012969399997
0c4c4283-37c4-4d32-b3de-61a8caead598,52.093284639000046,-138.576689392
7952e058-6172-4426-98d2-f56ac99a0318,52.06401688100004,-138.42339047999997
867396b5-045d-4489-a83d-cc17bcd51c9e,52.03453913200008,-138.27023376799997
e64fa093-72d9-484f-9bff-1d5dfe9cada2,52.00485153300008,-138.11722006499997
8d86481b-20ef-4cce-9a61-1f4eaff19c49,51.97495422000003,-137.96435016899994
cef151ec-bc26-4773-a017-94b9b7fe4db2,51.944847338000045,-137.81162487799998
f176a6a9-51ca-4ab8-9281-f36f721ba3e4,51.91453102500003,-137.65904498099997
0653b78f-3d39-40b2-8d53-e1e54843766d,51.884005424000065,-137.50661126299997
e95e328b-a145-4619-bc25-96cd620aed0d,51.85327067500003,-137.35432450399998
82b4f7fa-023d-44aa-9f8c-f751239d6ebf,51.82232692100007,-137.202185478
207739c4-93d2-48e6-bc9f-2cb797f5ce3b,51.79117430600007,-137.05019495099998
6a4787b8-8db5-48aa-8f12-d2394843a8b7,51.75981297200008,-136.89835368999996
a5638d0e-c48d-4e9d-8718-af2270b92b5a,51.72824306200005,-136.74666245099996
93c3c4f5-301b-4b7a-8495-2c74c3ef8f2c,51.69646472100004,-136.59512198399995
8e9639de-1225-44a7-9b81-5ceed9bba88f,51.66447809500005,-136.44373303799995
cc183fdf-87ab-492d-ad2c-2da8436971af,51.63228332600005,-136.292496353
987e8c77-d526-48ab-85c5-cd09ca97132d,51.59988056100008,-136.14141266299998
27c333bd-d6ee-4787-9c11-4400d39c503f,51.56726994600007,-135.99048269899998
bf4361db-e857-4535-a35f-635aa954f7e2,51.534451628000056,-135.839707187
5a6e00d0-955a-4d16-9853-8a332b1c9f34,51.501425752000046,-135.68908684299998
d08f0202-4194-477c-8c09-0aa985df4036,51.46819246600006,-135.53862238
095dd831-f59a-4edb-a869-9b406f616faa,51.434751919000064,-135.38831450599997
15735c70-0cf3-4b44-9dac-59cd7ea29bab,51.40110425600005,-135.23816392299995
214ac2af-5571-44f9-9130-3b6366062692,51.36724962900007,-135.08817132599995
c99fe0e9-0237-4a5b-9a2d-fdb67d9e4bd3,51.33318818600003,-134.93833740499997
27ad2de4-6145-44cb-9a1f-5e5bb2652c44,51.29892007500007,-134.78866284699996
1a788b8b-cf93-415f-bd7d-a99171992ecd,51.26444544800006,-134.63914832999995
5b814db9-71c9-489a-b7b8-31b7e3aa3d74,51.22976445300003,-134.48979452599997
33325fab-e826-425b-9c43-ead00e875940,51.194877242000075,-134.34060210399997
6941d238-0282-46c8-b038-14a9727cde2f,51.15978396600008,-134.19157172499996
d59c4ef9-6cf3-4fea-92d0-64eb36f1c9f2,51.12448477700008,-134.042704045
1b0b3501-1e5c-4bee-b7db-1b7b8a7406a6,51.08897982600007,-133.89399971499995
2f1b173a-c1f0-42f7-afb3-818cab3b8bd9,51.053269267000076,-133.74545937899995
0b849c17-d263-432b-8690-270c5b56bbf3,51.01735325100003,-133.59708367599995
385d43f3-cca3-4a59-ba98-f71dccbc986d,50.98123193300006,-133.44887323999995
80ac0e24-777a-46d3-a6d9-28c39ce55d6a,50.94490546500003,-133.300828697
727fab46-ec2a-48a2-a78d-caab3b469b06,50.90837400200007,-133.15295067
2d4b7601-7440-43ec-9f44-4af75f5d8928,50.87163769800003,-133.00523977199998
3ec4baf3-d201-4efd-89f5-d29fe584fda2,50.83469670900007,-132.857696617
6a2ea15f-e7e6-4a85-b7a6-ffb6d8253b47,50.797551190000036,-132.71032180599997
34117226-5b61-4d7f-8bc6-ade872ae02d3,50.76020129600005,-132.56311593899994
7537a13d-3269-4710-b7a3-fe5d85b614a7,50.72264718400004,-132.41607960699997
40e0dc91-466d-47ee-9cd7-5da6af5f5641,50.68488901000006,-132.26921339799998
f16d5fc1-2ba2-443c-bd98-dce79025d3e6,50.64692693100005,-132.12251789299995
5294dee8-ab27-4caf-9b2c-61d4d247bc91,50.60876110600003,-131.97599366599997
c5c1ebdb-796e-4926-8a1b-ecb03748d4f6,50.570391691000054,-131.82964128799995
f0aa7036-91f4-438e-ade7-4c577859f0b7,50.53181884400004,-131.68346132099998
df81213b-5e82-4d09-a994-3df965bba900,50.493042725000066,-131.53745432099998
7f17e4fc-c07d-4d9a-b1bc-54c38c0f2f57,50.454063492000046,-131.391620844
f8759a02-f805-4265-9ad0-87e3aab2ad1f,50.41488130500005,-131.24596143199994
5199d56d-834c-4f7d-93a9-77d24a71d99b,50.37549632300005,-131.10047662699998
5cdaafc8-3f16-411d-90f0-6a30ae4debcf,50.335908707000044,-130.95516696199996
774ffcc2-d458-4861-b24c-70206d7995e9,50.29611861700005,-130.810032966
59c45689-60d8-4625-87fc-cdfc0d7fb631,50.25612621500005,-130.665075162
ba0852f7-3d30-41ee-bf9e-d5b5288f2d9d,50.21593166100007,-130.52029406599996
33f04fe8-58c0-4e3c-bb2c-f28560571ad4,50.17553511800003,-130.37569018799996
592f377c-46c6-47d6-aa83-cd598d7e813f,50.13493674700004,-130.23126403499998
177d64fc-5f9b-4cd9-ba28-94886550948e,50.09413671100003,-130.08701610299994
e2556b21-2432-4eba-a977-95aba6f1f6a6,50.053135173000044,-129.94294688699995
c95f4faf-1a8d-4584-83fc-304f92fc04bf,50.011932297000044,-129.79905687499996
eff81d40-24f4-4b15-ab49-13a4bbfeba4f,49.970625735000056,-129.65521622999995
ca1986eb-8ff7-46cc-a108-1e1a19733184,49.92915630500005,-129.51150264599994
a221ce1e-aab6-4824-aa19-6aeee3e47155,49.88748433200004,-129.36796953799995
edc6b64c-4b98-4577-baa8-d7318fd29760,49.84560994800006,-129.224617465
1107732c-1851-41bc-abc8-b241d6de80c1,49.80353328500007,-129.08144698799998
b592d337-ee64-404f-9e70-244e80fa850f,49.761254474000054,-128.93845865999998
0a16b32b-a736-4f7c-ae38-2cfbaefadc08,49.718773646000045,-128.79565303199996
947ecebc-4e7f-48a6-8873-e8c70324585b,49.67609093400006,-128.65303064699998
cfe64e31-82ab-4993-bb5a-7e259946b45c,49.63320647100005,-128.51059204299997
28a9234c-c629-425e-912a-a1df87ad8529,49.59012038900005,-128.36833775899998
5b10d63f-d849-4ca4-9e69-19fd811db83e,49.546832822000056,-128.22626832199995
4a49bf89-0258-4199-84ba-d0c0e4ed23da,49.50334390200004,-128.08438425999998
d071d2ac-0d5a-48ae-bcaf-e2fb3b352ab2,49.45965376300006,-127.94268609299996
0915934e-7d93-48a2-93d6-87ad02288967,49.41576253800008,-127.80117433899994
3edd82ab-7c71-4b16-a3ff-4dba0cc878e5,49.37167036200003,-127.65984950799998
bf906ed2-e8f8-41e4-9e2c-3bfb75133f42,49.32737736900003,-127.51871210699994
b96d6d2d-ba7d-4d58-8085-d97cb5307454,49.282883695000066,-127.37776263999996
51dc08fe-3ee8-4f36-85a5-deaf7ece8d0e,49.238189472000045,-127.23700160399994
a07dc978-5708-4bfd-85b6-b02b97785e5e,49.19329483700005,-127.09642949199997
1ab4cc25-b091-4106-a093-c25b33b9ad34,49.14819992500003,-126.956046792
1357dcc3-1b8c-4c73-b4a7-735353477b18,49.10290487000003,-126.81585398799996
da906f06-3420-44bd-bbaa-e2ebaea0bda5,49.05740981000008,-126.67585155999996
99a0630b-78d1-4894-8c84-bad1b38201ab,49.011714880000056,-126.53603998099999
f605487e-6495-4d19-b959-366a48a4bed1,48.965820217000044,-126.39641972199996
1fd2fc2c-55e2-457d-b281-9748145e5fca,48.919725957000026,-126.25699124699997
5fdea339-7878-4a7f-b0f7-282d34356daf,48.87343223600004,-126.11775501699998
7864285a-362a-4913-b9af-5c21095823e4,48.82693919400003,-125.97871148699994
59f9bbf0-66d0-4f74-97ac-9f2c0251066e,48.78024696500006,-125.83986110999996
b32c5da8-4a33-43a8-8612-c1eb2c5f5148,48.733355688000074,-125.70120432999994
5c320b7f-f7c4-433b-8b9c-07e7ff9f01dc,48.68626550100004,-125.56274159099996
7716f5ea-eb15-4508-a021-eed9e7fc5e1a,48.63897654200008,-125.42447332899997
c4109962-1093-4aad-9f49-03e2653993cc,48.59148894900005,-125.28639997599998
a60f8972-a6d7-4d21-8154-8a9ce7f2f63a,48.471475439000045,-124.94032823049997
7991d476-9536-4c53-96ca-647306f0e83c,54.003807401000074,-166.54962390799997
c94c7a42-6690-4e63-804d-2f39fc4494c3,53.23972494457839,3.0763355677099105
6f1bcd21-f822-4af5-a225-f58ea0a09821,52.38316231950006,174.90064769200006
217498ba-92de-4a36-9772-c9289668ebb5,48.6150293294367,160.22703222790258
c987a5d9-c98a-4195-ba8f-50693747580f,43.62108067600005,146.98331101950004
a98d0721-0e11-472d-922d-f9b48af48c1d,50.55593404025005,89.95194187775007
0ca04a73-a638-46db-89f8-8f27bb01aec1,50.614147275408506,-171.02067699034504
e4bf838c-c511-4b24-9b78-8a302bd72935,50.215399140000045,-162.53331262699996
659d8ac5-fb14-41d6-9808-847eae0bee40,50.19225165600005,-162.29612508399998
3e0b662b-59fe-4737-83dd-f254484652b8,50.16861458500006,-162.05913072299998
7465dc42-8164-4ddf-8308-ebbc1f062815,50.14448848400008,-161.82233203599998
a86e1479-d6d7-4e6e-adb1-f25e98593429,50.119873916000074,-161.58573149599997
1b9de293-b901-4ea6-b365-6bf41e7a5f3b,50.09477144500005,-161.34933156499997
812cd64d-1b4f-4bd6-9c03-fa5dd97604e7,50.06918163800003,-161.11313468499998
62a513fb-936e-4123-a3c1-5f82c84b3293,50.04310506300004,-160.87714328599998
8753e12f-6cf8-4de3-ac3e-2547e7c3a7d6,50.016542291000064,-160.64135978499996
c82e5085-19b6-48a2-9c51-cc0310a69a35,49.98952878600005,-160.40581043399996
c439f972-ac38-4086-b59d-ebc5deb830e5,49.96208607400007,-160.17050998199997
f374b86e-a51b-4fee-bc68-66775c7e8f14,49.934159443000055,-159.93542210599998
4eb5c7a8-cda8-41d0-8047-e285b0326fb3,49.905749419000074,-159.70054910099998
6ec27503-9553-43f8-b0d9-3357c78960d9,49.876856530000055,-159.46589324499996
05377a2d-6f7e-43e7-a328-19cfc09b5f4b,49.84748130600008,-159.23145680599998
075b54e6-7355-40a7-bc97-67cc7cd17726,49.81762427600006,-158.99724203599996
cb03f9ee-b25b-49f4-93c7-6039c4e646f3,49.78728597200006,-158.76325117299996
67f39726-f950-4639-9473-6d900e471ba8,49.756466930000045,-158.52948644199998
90ed41ad-3de1-48a4-8643-16da4fd7f24b,49.72516768400004,-158.29595005499996
e4b945ce-6882-4c62-b719-ca4217ceeddc,49.69338877200005,-158.06264420599996
1f5f0607-7b1c-48e8-b984-84ef42155e36,49.66113073400004,-157.82957107799996
721c741a-5383-4cc8-9883-f58c07c428c9,49.628394109000055,-157.59673283599997
63d050fc-3844-4a8c-b378-9ef03cf3c508,49.59517944100003,-157.36413163399996
25ff90f3-33cc-4789-b96f-38a446ffe906,49.56148727100003,-157.13176960999996
b6661108-ad24-46a6-ba1e-ea26f885a4bb,49.527318147000074,-156.89964888399996
0aa29923-13b3-4caa-8e46-f27c215c4bec,49.49267261700004,-156.66777156499998
69fad7c9-b236-447b-ab3e-5d5ebb9bbc89,49.457551229000046,-156.43613974299998
29fbd8f4-68ce-4559-b6b1-996f3af9ddee,49.42195453100004,-156.20475549399998
a0772ff2-67f8-451f-a194-a97e8b643ccf,49.38588307800006,-155.97362087999997
63bb1feb-c268-4fac-acae-4752c9513d39,49.349337423000065,-155.74273794499996
c5d727c7-a5b8-42ea-bb21-c780a1c7342f,49.31231812000004,-155.51210871899997
80435ba6-59dc-4918-b24a-1ecb625dc4fb,49.274825726000074,-155.28173521299996
dacadae6-b586-4463-a433-541a1b6c4ee7,49.236860800000045,-155.05161942699996
2bdd0bf4-e8e5-47a4-8909-381751183c07,49.19842390300005,-154.82176333999996
32fc696f-16c2-48de-829f-4c9d408e3c49,49.15951559300004,-154.59216891699998
8a4b366f-3549-4ec5-8503-a44ef4723a10,49.12013643600005,-154.36283810599997
16ea5cdd-8ee3-4c3e-930a-2a70e51b5dad,49.08028699500005,-154.13377283799997
a6d74413-25c4-40d7-a5ab-5b5cc1d866d4,49.03996783700006,-153.90497502999997
b1a0bc73-48db-4f54-8902-290fd921181f,48.99917952800007,-153.67644657699998
b9fdac78-2556-4748-b66c-e2b3fe6c7ad2,48.95792263900006,-153.44818936299998
5692697e-020a-43bf-ba63-f8c3e7b150fc,48.91619773800005,-153.22020525199997
81501ea5-4ff6-4362-bbb6-48bccb90911a,48.874005400000044,-152.99249609199998
60865414-bb5b-4782-b8a4-cf7b1426b43b,48.759301600600054,-152.42009758339998
ae58dda4-56c8-42de-851e-c725d2db0b5c,48.70057315300005,-152.08444529999997
942549bd-3ef3-4c06-87a5-0b7b79a09fb7,48.65605225400003,-151.85813799899998
81ca592b-9019-4f34-9897-fb984ba8041a,48.611067380000065,-151.63211637099997
3e17af60-805e-45d2-861a-88b4a596ecaf,48.565619112000036,-151.40638214199998
31a22dd7-5d9c-47e9-886b-71a84a6893f6,48.519708035000065,-151.18093701599997
ee16e42d-bca6-4956-affe-b4fcaeaef424,48.47333473200007,-150.95578268699998
94a2570b-905e-4c3a-b35f-49dc61a25e49,48.42649979300006,-150.73092082599996
029fe720-bd9d-4e19-8eb9-88789fef8d1d,48.37920380300005,-150.50635308799997
76d00ca8-6b27-468d-a587-9c2cbfbf800c,48.331447352000055,-150.28208110799997
7b9d038e-98cc-4097-82ed-edae05ad5b60,48.28323103200006,-150.05810650399997
63ad0488-f096-4a71-bbe7-89b38057282f,48.234555433000025,-149.83443087699996
74a8e64c-1d55-48b2-a7dc-fdeca81bda3b,48.18542115000008,-149.61105580899996
